"RegionID","RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11"
1657,"DeKalb County","IL","Chicago-Naperville-Elgin","17","037",541,175295,174826.5,174184.666666667,173801.666666667,173366,173322,172710.666666667,171523.333333333,170161.666666667,168728.666666667,167979.333333333,167235.333333333,166398,165485.666666667,164265.666666667,162888.333333333,161359.333333333,159991.666666667,158828.666666667,157842,157004,156193,155573.666666667,154984,154450.333333333,153972.666666667,153445,152933,152386.666666667,151866,151487.666666667,151162.333333333,150917.666666667,150356.666666667,149739.333333333,149008.333333333,148272.666666667,147601,146640.666666667,145828,145104.666666667,144843.666666667,144659,144402.666666667,144153,143932.333333333,143664.333333333,143415.666666667,143307,143245,143033.333333333,142657.666666667,142359,142186.333333333,142145.333333333,142051.333333333,142067,142112.333333333,142219,142356.333333333,142375.666666667,142416.333333333,142339,142317.333333333,142203.666666667,142136,142150.666666667,142476.666666667,142950.333333333,143523.333333333,143934.666666667,144389.666666667,144715,145120,145363.666666667,145655.666666667,145831,146145.666666667,146539.333333333,146956,147401.666666667,147866.333333333,148326,148768.333333333,149141,149556,149737.666666667,149821,149765.666666667,149931.333333333,149866,150096.333333333,150368.333333333,150926.666666667,151129.333333333,151374.333333333,151503.666666667,151854.666666667,152721.333333333,153903.666666667,154730.666666667,155239,155602.333333333,156281.333333333,156501,156871.666666667,157075.333333333,157450,157918.333333333,158723.666666667,159693.333333333,160777.666666667,161845.333333333,162967.666666667,163814.333333333,164221.666666667,164675,165074,165806.666666667,166250.333333333,166735.666666667,167282.666666667,167918.666666667,168608.333333333,169382.666666667,169940.333333333,170436,170509.333333333,170676.333333333,170760,171056.666666667,171455.666666667,172096.333333333,171847.666666667,172675,172687,173650,173527.666666667,174077.333333333,175026.333333333,176005.666666667,176957.666666667,177403
3132,"Saint Marys County","MD","California-Lexington Park","24","037",542,345894,346163,344386,340969.666666667,334795.666666667,330372,326918,324597.333333333,322392.333333333,319940.333333333,318579,317692.333333333,319110,320011.333333333,319125,315903,311970.333333333,307563.666666667,303303.333333333,301066.666666667,299894,297746.333333333,295516.666666667,293401.333333333,294684.666666667,294907.333333333,296466,298316.333333333,299647.666666667,299758.666666667,295940.333333333,292938,290117.666666667,288858,287024.666666667,286401.333333333,286584,286917.333333333,285802.666666667,283311.333333333,282105.666666667,279351,279042.333333333,278582.333333333,279723,277927.333333333,276323.333333333,274695.666666667,274440.666666667,274000.333333333,273896,273067.666666667,273963.666666667,275351,278240,279533,280850.333333333,282824.333333333,284046.333333333,283686,279948.666666667,276808.333333333,274019.333333333,273157,271756.666666667,272775,273390.666666667,275074,274034.666666667,273822,272500,272444.666666667,271199.666666667,271126.666666667,271471,273078.333333333,274909.666666667,275779.333333333,276310.666666667,274894.666666667,273862.333333333,273176.333333333,272884.666666667,272292.666666667,271063,270083.333333333,269424.666666667,269702,268446,267628.333333333,266382,266910.333333333,267023.333333333,266722.333333333,266657,266817.333333333,267686.333333333,268165.666666667,268264,267362,267177.333333333,267272.333333333,268185.333333333,268232.333333333,268866,269878.666666667,270890.333333333,271428,270425.333333333,269406,268687.333333333,270039.333333333,272594.666666667,275063.666666667,276655.666666667,277502.666666667,278501.333333333,279848.666666667,281582,282479.333333333,283604.666666667,284776.666666667,286804.333333333,288251,289084.666666667,289811,290274.333333333,289969,289258,288834.333333333,289459.666666667,290282.666666667,290452,289485,289297.666666667,289432.333333333,290617,291116.666666667,291992.333333333,292537,292640.333333333,293178.666666667,293465.666666667
1007,"Etowah County","AL","Gadsden","01","055",543,90438,90496.5,90478.6666666667,90381.3333333333,90194,90177,90275,90702.6666666667,91443,92518.6666666667,93176,93461.6666666667,93349.6666666667,93355.6666666667,93269.3333333333,92605.6666666667,91705.6666666667,90815,90447,90006.6666666667,89441.6666666667,88636,88102.3333333333,87542.3333333333,87646,88040,88803.3333333333,89078.3333333333,89100,89193.6666666667,89279.3333333333,89401.3333333333,89292.3333333333,89311.3333333333,89321,89118,88693,88038,87494.3333333333,87338.3333333333,87520.3333333333,87436.3333333333,87282.3333333333,87076.3333333333,86976.3333333333,86940,86636,86724.6666666667,86841,87149.6666666667,87140,86812,86224,85614.6666666667,85394,85462.3333333333,85603.3333333333,85397.3333333333,84914.3333333333,84480.3333333333,84108,83722.3333333333,83415.6666666667,83088,83058.6666666667,82988.3333333333,82934.6666666667,82765.6666666667,82414,82425.6666666667,82690,82973.6666666667,82899.6666666667,82695.3333333333,82746.6666666667,83019.3333333333,83077.6666666667,83191,83395.6666666667,83867,84147,84324.6666666667,84410.6666666667,84615.3333333333,84775.6666666667,84933.6666666667,84977.6666666667,84944,84996.6666666667,85047.6666666667,85029,84901.3333333333,84846.3333333333,84825.6666666667,85168,85175,85416.6666666667,85397.3333333333,85598.6666666667,86079.6666666667,86729.3333333333,87588.6666666667,88058.6666666667,88544,88902.6666666667,88620.6666666667,87946.3333333333,87552.3333333333,87672.6666666667,87956,87950.3333333333,88163.3333333333,88540.3333333333,89012.3333333333,89301.3333333333,89373,89374.3333333333,89639.6666666667,89709.3333333333,90066,90147.6666666667,90843,91258.3333333333,91658.3333333333,91953.6666666667,92329,92371.6666666667,92194.3333333333,91869,92198.6666666667,92900,93702.6666666667,94010.6666666667,93883.3333333333,93897,94423,94993,95192.3333333333,95349,95352.3333333333,95914.6666666667,95977.6666666667,96509
2892,"Bonneville County","ID","Idaho Falls","16","019",544,183644,183749.5,183816,183691.333333333,183668.333333333,183686.333333333,183690,183859.666666667,183880.666666667,183954,183472,182728.666666667,181735.333333333,180725.333333333,179759.333333333,178647.666666667,177777.666666667,176634,175859.333333333,175226,174922.666666667,174968,174930.333333333,174573.666666667,173095.333333333,171251.333333333,169394.333333333,168407.333333333,167526.333333333,166541.333333333,165580.666666667,164307,163336.333333333,162446,161670,160870,160305,160724,161020.333333333,160233.666666667,157758,155720,154005.666666667,153005.333333333,151943,150779.333333333,149763.333333333,148511.333333333,147236.333333333,145544.666666667,144128.333333333,143210.333333333,143276,143622.666666667,144026,143889,143012.333333333,142834,143267,144711.666666667,145394.333333333,145671,145850.666666667,146551,147033.333333333,147019.333333333,146774.333333333,147219.333333333,147898,148535.666666667,148891.666666667,148875.333333333,149257,148632.333333333,148328.666666667,147798.666666667,148263.666666667,148938,149134.666666667,149151.333333333,148862,148680.666666667,148791.666666667,149200.666666667,149708,150521.333333333,151138,151551.666666667,151644.666666667,152346,153798.333333333,155584,156967,158430.666666667,158856.333333333,159032.333333333,159203,160131.666666667,162112.333333333,164034.666666667,165855.666666667,167080,167847.666666667,168559.666666667,168984.333333333,169765.333333333,171207,173031.666666667,174759.333333333,176345.333333333,177179,178644.666666667,179747.333333333,181194.333333333,181968.666666667,182254.666666667,183617.666666667,184668.666666667,186025.333333333,187132.666666667,188927,191260.666666667,193290.666666667,195141.666666667,197414.666666667,199238,201398.333333333,202464.666666667,204303.666666667,205315.333333333,207419.333333333,209360.666666667,212471.666666667,214877.666666667,217181.333333333,219255.333333333,221199.666666667,223243.333333333,225666.333333333,228996.666666667,232133,234600,235756
962,"Craven County","NC","New Bern","37","049",545,162578,162483,162208.666666667,161106,160732.666666667,160195,160027.333333333,159012.333333333,158075,157508.666666667,156986,156614.333333333,156241.666666667,155583.666666667,154978.666666667,154051.666666667,153569.666666667,153196.666666667,152881,152275,151374.666666667,150579.333333333,149886,149304.333333333,148778.666666667,148308.333333333,147919,147814.333333333,147642,147673.666666667,147344.333333333,147057,146643,146391,145986,145409.666666667,144582.333333333,143879.333333333,143191,142619.666666667,142129,141853,141577.666666667,141359,141157.333333333,140976.666666667,140706.333333333,140276.333333333,139994.333333333,139783.333333333,139611.333333333,139618,139573.333333333,139670.333333333,139492.666666667,139438.333333333,139244.333333333,139302,139397.333333333,139620.666666667,139724.333333333,139733.333333333,139745.666666667,139896,140004.666666667,140117,140031.333333333,140070.666666667,139988.333333333,140151,140354,140760.333333333,141006.666666667,141142,140842,140156,138652.666666667,137146,136555.666666667,136023.333333333,136162.333333333,135306.333333333,135472.333333333,135508,136100.333333333,136508.666666667,136651.666666667,136748.333333333,137110.666666667,137205,137488.333333333,137795,138387.666666667,138621.333333333,138372.666666667,138020,137670.333333333,137573.666666667,137806.333333333,138458.333333333,138963.666666667,139358,139633.333333333,139957.666666667,140311,140504.333333333,140957.666666667,141457,142045,142389.333333333,142797,143156,143558.333333333,143861.333333333,143997.333333333,144617,145087.333333333,145891.333333333,146008.666666667,146060,146104.666666667,146265.333333333,146906,147638.333333333,148295,148644,148922,149496.333333333,150233.333333333,151055.666666667,151650,152241.666666667,152678.333333333,153686,154547.333333333,155633.333333333,156524.333333333,157749,158609.333333333,159245.666666667,159436.666666667,159802,160369.333333333
1833,"Kaufman County","TX","Dallas-Fort Worth-Arlington","48","257",546,154305,153988.5,153541.666666667,152766.333333333,152395,152212.666666667,151812.666666667,150645.666666667,149404.666666667,148485.666666667,148002.666666667,147422.666666667,146812,146119,145802.666666667,145133.333333333,144417.666666667,143104.333333333,141945.666666667,141054,140504.333333333,140229.666666667,139859.333333333,139570.666666667,139320.666666667,139273.666666667,139114,139366,139502.666666667,140146.333333333,140371,140485,140267.333333333,140028,139767.666666667,139393.666666667,138859.666666667,138246,137672.666666667,136950.666666667,136309.666666667,135752.333333333,135641.333333333,135939,136308.333333333,136626,136708,136795.333333333,136940,137235,137443.333333333,137571,137314.333333333,137333.666666667,137787.666666667,138563,139065,139195,139382,139719,140253.333333333,140350,140641.333333333,140763.333333333,141532.333333333,142263,143473.666666667,144638,145783.333333333,146765.666666667,147575.333333333,148370,149017,149716.666666667,150372.666666667,151192.666666667,152171.333333333,153094,154065.333333333,154970.666666667,156212,157367.666666667,158438.333333333,159303,159898,160690.666666667,161671.333333333,162935.333333333,164163.333333333,165651.666666667,167328.666666667,168557.666666667,169601.666666667,170464.666666667,171792.666666667,173491.333333333,175133.666666667,176825.333333333,177760,178921.333333333,180208.666666667,181961,183645.333333333,184714.666666667,185739,186888.333333333,188581,190634.333333333,192609.666666667,194903,196807.333333333,198930.333333333,200493.666666667,201939,203052.666666667,204410,205954.666666667,207574.666666667,208893,209835,210657.666666667,211791.333333333,213572,214946,216236.333333333,216813.666666667,216632.666666667,216747.666666667,216825.666666667,218042.666666667,218768.333333333,219560.333333333,220558.333333333,221427,222558,223630,224460.666666667,224787.333333333,224784.666666667,225595.333333333,226696.666666667,226985,227156
2872,"Whitfield County","GA","Dalton","13","313",547,119607,119395.5,118915.333333333,117892.333333333,117170,116512.666666667,116851.333333333,116843.666666667,117004.333333333,116458.666666667,115945,115489.666666667,115018.666666667,114502.666666667,113926,113149.666666667,112276,111225,110234.333333333,109198,108304.666666667,107623.666666667,107045.333333333,106397.333333333,105692.333333333,105070.333333333,104606.666666667,104163.333333333,103714,103198.333333333,102648.333333333,102116,101493.666666667,100977,100336,99756.3333333333,99074,98412,97672.6666666667,96788,95937,95230.3333333333,94676,94197.6666666667,93675.3333333333,93158.3333333333,92791,92344.6666666667,91884.3333333333,91385,91084.6666666667,91018.6666666667,90902.3333333333,90853,90740,90813.3333333333,91049.6666666667,91402.6666666667,91888.3333333333,92357.6666666667,92842,93171.3333333333,93479.6666666667,93891.6666666667,94338.3333333333,94819,95229.3333333333,95660.3333333333,96161,96717.3333333333,97348,98065.3333333333,98767.3333333333,99383.6666666667,99885,100393.333333333,100911,101464,101874.333333333,102342,102783,103313.333333333,103931.666666667,104522,105091,105446,105866,106400.333333333,106961.666666667,107382.333333333,107601,107818,108131.666666667,108504.333333333,109016,109515,110132.333333333,110631.333333333,111064.666666667,111479.333333333,111916,112356,112615.333333333,112844,113079.333333333,113465,113870.666666667,114350.666666667,114832.333333333,115501,116173.666666667,117063.333333333,117851.333333333,118819.333333333,119793,120940.333333333,121998.333333333,122965.333333333,123848.666666667,124623,125425.666666667,126160.666666667,126996.333333333,127856.333333333,128723.666666667,129574,130172,130700.666666667,131077,131514.666666667,132110.333333333,132851.333333333,133723.666666667,134472.666666667,135323.333333333,136130.333333333,136865.333333333,137610.333333333,138278,139036,139627.666666667,140260,140170
641,"Miami County","OH","Dayton","39","109",548,131173,131023.5,130923.666666667,130527.666666667,129755.666666667,128940,128273,127907.333333333,127663,127269.666666667,127095.666666667,126879.666666667,126835.666666667,126673.666666667,126341.333333333,125921.333333333,125243,124505,123724,123068.666666667,122536.666666667,121978,121565.333333333,121128.333333333,121038,120962,120944,120703,120636.666666667,120472.333333333,120315,119977.666666667,119640.333333333,119211,118763,118259.333333333,117982,117620.666666667,117309.333333333,116836,116364.666666667,116091,115886.333333333,115812,115667.333333333,115504.333333333,115353.666666667,115234.333333333,115321,115385,115442,115317.333333333,115136.666666667,115032.333333333,115014,115107.666666667,115187.666666667,115156.333333333,115011.333333333,114863.333333333,114870,115012.666666667,115163,115253,115307.666666667,115293,115284.666666667,115341.666666667,115526.666666667,115739,115941.666666667,116174.666666667,116381,116575.666666667,116728,117050.333333333,117943,118923,119920.666666667,120734.333333333,121456,122035,122311,122613.666666667,122729.666666667,122722.666666667,122817.333333333,123064.333333333,123347.666666667,123878.333333333,124347.333333333,124711.333333333,124437.666666667,124506,124897,125419.666666667,125685,125826.666666667,126041.666666667,126524.666666667,126970,127468,127801.333333333,127896,128084.333333333,128096.666666667,128286.666666667,128664,129077,129573.666666667,129989,130613,131478.666666667,132184,133019,133704.333333333,134552.666666667,135356,136260.666666667,137254,137963,138548.666666667,139070.666666667,139731.333333333,140534.666666667,141230,141906.333333333,142537.333333333,143471,144831.666666667,146049,147037.333333333,147857.666666667,149016.333333333,150312.666666667,151690.333333333,152659,153512.333333333,154205,155155,156119.666666667,157240.333333333,158027.333333333
1644,"Cowlitz County","WA","Longview","53","015",549,196155,195947.5,195591.666666667,195922.333333333,196424,196580.333333333,195394.666666667,193943.666666667,192745.333333333,191734.333333333,190482.333333333,189233.666666667,187845,186400.666666667,184697.666666667,182943,181005,179099,177233.333333333,175718.333333333,174590,173820,173189.333333333,172406.333333333,172046.666666667,171730.333333333,171663,171202.666666667,170590.333333333,169974,169087.333333333,168482.333333333,167642.666666667,166884.666666667,165707.666666667,164432.333333333,163112.666666667,162037,160860.333333333,159767.333333333,158752,157999.333333333,157446,157051.333333333,156891,156778.333333333,156514.333333333,156284.666666667,156109,156114.666666667,156135.333333333,156180.666666667,156176.666666667,156201.333333333,156339,156631.666666667,157183.333333333,157840.333333333,158604.666666667,159430,160225.666666667,161025.333333333,161719.333333333,162471.666666667,163184.333333333,163859.666666667,164547.666666667,165357.666666667,166274,167298,168315,169468,170703,171840.666666667,172191,171076.666666667,170162,170047,171089,171817.333333333,172391.666666667,173139.333333333,174006.666666667,174959.333333333,175765.333333333,177053.666666667,178845.666666667,180885,182660,184099.333333333,185735,187253.666666667,188520.333333333,189463.333333333,190462.666666667,191771.333333333,193201,194276,195333.333333333,196794.333333333,198895,200993,202869.333333333,204651.333333333,206269.666666667,207972.666666667,209699.333333333,211509.333333333,213131.333333333,214776,217006.333333333,219601.333333333,222158,224407.333333333,226896,229757,232448.333333333,234556,236830.666666667,239177,241696.333333333,243861.666666667,245976,248305.666666667,250552.666666667,252640.333333333,255224,257673,260544,262572,264818.333333333,266665.666666667,268516.666666667,270256,272715.333333333,275358,277902.666666667,280606,282654.333333333,284135,284944.666666667,286419.666666667,288362.333333333
2592,"Walworth County","WI","Whitewater-Elkhorn","55","127",550,214372,213881,213309,211424.333333333,210376.333333333,209393,209253.666666667,207843,207971.666666667,209213.666666667,211503.333333333,211203.333333333,209443.666666667,207748,206327.333333333,205017.666666667,202432.666666667,200879,199688.666666667,198636,197526.666666667,196169,195195.333333333,194190.666666667,193758.666666667,193134.666666667,191387.333333333,189267.666666667,187961.666666667,188248.333333333,188053.666666667,187728,185487.666666667,183244.333333333,180841,179259,177609.333333333,175636.333333333,174401.333333333,173255,171294.333333333,169395.333333333,167713,167296,166707.333333333,166781,166298.333333333,165887,164411.666666667,162877,161781,162098.333333333,162513.666666667,162478.666666667,161741.333333333,161141.666666667,160660.333333333,160332.666666667,160532.666666667,159856,159276.333333333,158630,158733,158826.666666667,159234.666666667,160261.666666667,161286.333333333,162706.666666667,163868.666666667,166293,168485.333333333,171381.666666667,173726.666666667,175707.333333333,176542.666666667,176749,176025.666666667,175434,174856.666666667,174413,174068.333333333,172829.333333333,172028.333333333,171661,172600,174552.666666667,177209.666666667,179687,181416.333333333,182045,181898,181644.333333333,180893.333333333,180269,179941,180936.333333333,182449,184026.333333333,185512.333333333,187679.666666667,189781,190457.333333333,190520.333333333,191018.666666667,193044,195196.666666667,196727,197774.666666667,198660,199870,201778,203756,204970.666666667,205576,206346.333333333,206824.666666667,206771.333333333,206902.333333333,207843,209614.333333333,212015.333333333,214159.666666667,215272.666666667,214713,215655.333333333,217529.333333333,219815.666666667,221288.333333333,222095.333333333,222780.666666667,222884,223186.333333333,222807.333333333,222190,221704,222654.666666667,225035,226613.333333333,229355.666666667,231916,235685.333333333,236593.333333333,236246.333333333
2601,"Woodbury County","IA","Sioux City","19","193",551,87096,87223.5,87200.6666666667,87146,86992.6666666667,86865.3333333333,86724,86597,86559,86595.3333333333,86675.6666666667,86770.3333333333,87092,87338.3333333333,87523,87381.3333333333,87182.6666666667,87066.3333333333,87236,87523.6666666667,87691.6666666667,87569.6666666667,87447.6666666667,87340.6666666667,87419.3333333333,87510,87578,87573.6666666667,87577.3333333333,87637.3333333333,87662.3333333333,87694.6666666667,87724,87748,87703,87628,87695,87738.6666666667,87663,87446,87426,87611,87806,87902.6666666667,87972.6666666667,88028.3333333333,88102.3333333333,88168.3333333333,88430,88673,88881.6666666667,88862.3333333333,88844.6666666667,88875.6666666667,89036,89163,89320.6666666667,89454.3333333333,89653.3333333333,89838.6666666667,90280.6666666667,90719,91136.3333333333,91293.3333333333,91312,91365,91382,91538.6666666667,91652.6666666667,91809,91972.3333333333,92162,92047,91943.6666666667,91926,92413.6666666667,93167.3333333333,93920.3333333333,94504.3333333333,94794,94961.6666666667,95219,95601.3333333333,96317,96853,97294,97606.3333333333,98339.6666666667,99084.3333333333,99814,100487.333333333,101221,101916.333333333,102396.666666667,102905.666666667,103297,103820.333333333,103983,104249.333333333,104377.666666667,104779,105247.666666667,105727,106307.666666667,106816.333333333,107353.666666667,107844.666666667,108323.333333333,108860,109242.666666667,109659,109995.333333333,110288.333333333,110658,110984,111178.666666667,111077,111383,111656,111962.666666667,111431.666666667,111400.666666667,111780,112824,113783,113942.333333333,113949,113799.333333333,114381,115046,115833.666666667,116464,117094,117882.666666667,118683,119449,119854.333333333,120391,120968,121868.666666667,122735.666666667,123538.666666667,124072
3092,"Fond du Lac County","WI","Fond du Lac","55","039",552,110055,110171,110048.333333333,109611,109041,108836.333333333,108792.666666667,108854.333333333,108805,108713,108589.666666667,108296.333333333,108087.333333333,107813.666666667,107463.333333333,107040.333333333,106346,105660.333333333,105012.666666667,104503,103988.666666667,103663,103458.666666667,103367.666666667,103218.333333333,103165.333333333,103143.333333333,103058.333333333,103326,104224,106025.666666667,107402.333333333,108066,107917.333333333,107713.333333333,107579.333333333,107787.333333333,108046.333333333,108020.666666667,107830.666666667,107621.666666667,107619.666666667,107165.333333333,107049,107016.333333333,107229.666666667,107229,106924.333333333,106407,105829.666666667,105516,105327,105068.333333333,104879,105491.666666667,106112.666666667,107218.666666667,107696,108176.333333333,108378,108393.333333333,108568,108196.333333333,108665,109304,110905,111966.333333333,113245.333333333,113900.666666667,114890,115488.666666667,116417,116877.666666667,117731.666666667,118574.333333333,119439,119305.666666667,118006,116155.333333333,114828.666666667,114381,114622.666666667,115005.333333333,115455.666666667,115729,115249.666666667,115114,115267.666666667,116190,116544.333333333,116513.666666667,116125,115671.666666667,115100.333333333,114768.333333333,114513.666666667,114465.333333333,114547.333333333,114739,114811.333333333,114686.666666667,114570.666666667,114885,115161.333333333,115574.666666667,115802.333333333,116466,117320,118661.666666667,120042,121180,121974,122686.666666667,123210.333333333,123402.666666667,123413,123623.666666667,124204.666666667,124845,125680,126132.333333333,126485.333333333,126941.666666667,127820,128774.333333333,129643.333333333,130217,130693,131031,131433.333333333,131903,132142.333333333,132922.666666667,133413,134494.333333333,134918.666666667,135826.666666667,136282.333333333,136896.666666667,137337.666666667,137832.333333333,138491.666666667,138880.666666667
2578,"Tompkins County","NY","Ithaca","36","109",553,,,,,212203,212623,213093.666666667,212866.666666667,211178.333333333,208464.333333333,206648.666666667,205914,206047.333333333,206283.333333333,206751.333333333,206920,205728.666666667,203732.666666667,201467,200403.333333333,200186.333333333,200555.666666667,200303,200374.333333333,201322.666666667,203010.333333333,204563.333333333,205558.666666667,207451,209019.333333333,210127.333333333,210074.333333333,210443.333333333,210926.666666667,211408,210957,209029.666666667,207555.333333333,206558.666666667,206499.333333333,205803.666666667,204056.666666667,202571.666666667,201502.666666667,201318,200739,200383.666666667,200250.333333333,201555,202818.333333333,203815,204520.666666667,204533,205059.666666667,204096.333333333,203417.333333333,202214,201296.333333333,200403.333333333,199865.333333333,198786.666666667,197876.333333333,196972.333333333,197079.333333333,197511.666666667,198641.666666667,199620.666666667,200525.333333333,200806.666666667,201511.333333333,202055,202087,201697,200372,197799.333333333,195376.666666667,194674.333333333,195244.333333333,196816.666666667,196771,196945,195596.333333333,195106.666666667,195466.666666667,196400.333333333,196809.333333333,196827.666666667,197561.666666667,198558,199265.333333333,199138.333333333,200057.666666667,200744,202567,202565,202346,200489,200103.666666667,199762.333333333,199701.666666667,198647.333333333,197784,197326.333333333,197240.333333333,197582.666666667,198454.666666667,199063.333333333,199229.666666667,199378.666666667,199957.666666667,201798.666666667,203678.666666667,205717.333333333,207449.333333333,208427,209304.333333333,209278.333333333,209543.666666667,210496,211624.333333333,212349.333333333,212302,212417,212679.666666667,212791.666666667,212527.666666667,212900.666666667,213229.333333333,213266.333333333,212948.666666667,213408.333333333,213492.666666667,214004.666666667,212840.666666667,211817,208964.333333333,206843.666666667,205337,205471,206332.333333333,208228,209836.333333333,210736.333333333
1781,"Houston County","AL","Dothan","01","069",554,136250,135967,135799.333333333,135115.333333333,134197.333333333,133586.333333333,133271.666666667,133493.666666667,133129.333333333,132932.333333333,132587,132506.666666667,131508,131198.666666667,130644.666666667,130357,128812.333333333,127326.333333333,125909.333333333,124961.666666667,124301.666666667,124121.666666667,124441,124695.333333333,125507.333333333,126024,126485,126226.333333333,125633,124787,123899.333333333,122923.333333333,122394.666666667,122529.666666667,122699.666666667,122232.333333333,121408.666666667,119979.666666667,118515.666666667,116549.333333333,115978.666666667,115817.666666667,116233.333333333,116131.666666667,116133.666666667,115765.666666667,115676,115797,115861,115571.333333333,115090.333333333,114916.333333333,114629,114189,113808,113709.333333333,113828,113639,112965,112414,111852,111634,111280,111294.333333333,111448.666666667,111652,111862.666666667,112002.333333333,112084,111862.333333333,111629.666666667,111295.333333333,111363.666666667,111260,111255.666666667,111103.666666667,111534,112042.666666667,112402.666666667,112409,112268,112267.666666667,112151.333333333,112261.666666667,112482.333333333,112830.333333333,113121.333333333,113468.333333333,113966.666666667,114342.333333333,114419.666666667,114374,114363,114163.333333333,113976.666666667,113670.333333333,113771.666666667,113875,114220,114684,115165.666666667,115633.333333333,115945,116316.666666667,116555.666666667,116698.333333333,116618.333333333,116720.666666667,116886,117104.333333333,117293.666666667,117655.666666667,118168.333333333,118628,118933.666666667,118922,118998.333333333,118892.666666667,119160.666666667,119201.666666667,119416.333333333,119518.666666667,119817.666666667,120114.666666667,119653.666666667,119263,118899.333333333,119152.666666667,119167,119230.666666667,119282,119444.333333333,119320.333333333,119384.333333333,119493.333333333,119857,120384,120674,120926.666666667,120953.333333333,121058,121310,121493.333333333
2624,"Ashtabula County","OH","Ashtabula","39","007",555,119684,119310,119240,118917.333333333,118754,118617,118604.666666667,118526.666666667,118238.666666667,117779,117515.333333333,117172,116878.333333333,116424.666666667,116112,115895.333333333,115687,115567,115395.333333333,115123.666666667,114674.666666667,114151.333333333,113673.666666667,113103.666666667,112706.666666667,112360,112250,112157,112242.666666667,112365.333333333,112406.666666667,112335,112083.666666667,111732.666666667,111332.333333333,110689.333333333,110018.666666667,109255,108823.333333333,108600.333333333,108621.333333333,108865.333333333,109072.333333333,109256,109199.666666667,109129.333333333,108924,108589.333333333,108276.333333333,108078.666666667,108076.333333333,108067,108106,108329.666666667,108607.333333333,108785,108761.666666667,108591.666666667,108463,108171.333333333,107858,107330.333333333,106792.666666667,105893.666666667,104692.333333333,103177.666666667,101462.666666667,99706.3333333333,98083.3333333333,96963.3333333333,96764.6666666667,96983.3333333333,97473.3333333333,97601.6666666667,97757,97969,98337,98895.3333333333,99365.3333333333,99689.3333333333,99791.3333333333,99710.3333333333,99644.6666666667,99441.6666666667,99329.3333333333,99125.6666666667,98878.6666666667,98709,98784.6666666667,99271.3333333333,99735.3333333333,100047.333333333,100029,100010.666666667,99966,99868.6666666667,99793,99721.6666666667,99945,100237.333333333,100645.666666667,101122.333333333,101594,101939,102089.333333333,102047.333333333,101987,101887.666666667,102018.333333333,102313,102753,103217,103753.333333333,104194.666666667,104581.666666667,104909,105234.666666667,105923.666666667,107320.666666667,109262.333333333,111368.666666667,112551,112467.666666667,111156.666666667,109316.666666667,107623.333333333,106876,107113,108365.666666667,109232.333333333,109024,108971.333333333,108157.666666667,108537.666666667,108713,110021.666666667,110992.333333333,111008.333333333,110492,109972.333333333,110180,110869,110953.666666667
